"","score","text"
"589",0,"RT @DaharwalK: Entire foundation of @BJP4India r based on Spreading Lies &amp; Fooling people with Fake Propaganda &amp; Jumlas. https://t.co/webjw…"
"590",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"591",0,"RT @mallikarjun456: @sagarikaghose @Inc @BJP4India Aunty
<ed><U+00A0><U+00BC><ed><U+00B8><U+00B2>There is always self interest behind every friendship, there is no friendship wit…"
"592",0,"RT @BJP4India: If we stay alert, abide by the prescribed rules and regulations, we shall not only be able to save our own lives but we can…"
"593",-1,"@abpnewstv @BJP4India @Swamy39 Can’t you keep your mouth shut? Whenever it opens it stinks."
"594",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"595",0,"RT @BJP4India: LIVE: PM @narendramodi addressing public meeting at Puducherry. https://t.co/r3mGa7B0xx"
"596",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"597",0,"@rafiqwani66 @Prof_HariOm @narendramodi @BJP4India Citizenship for rohingyas. Why these rohingyas are settled in Ja… https://t.co/2D4p4O09TR"
"598",0,"RT @AnmolSrivastva: @BJP4India Realising the Aspirations of the youth<U+200B> of uttar pradesh by  yogi government...
#btc12460
#BTC12460<U+0936><U+093F><U+0915><U+094D><U+0937><U+0915><U+092D><U+0930><U+094D>…"
"599",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"600",0,"@bjpdrmahendra @BJP4India @BJP4UP @PTI_News @RecordLko @myogiadityanath @PMOIndia @UPGovt @nstomar @umasribharti… https://t.co/knfOtBIpjQ"
"601",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"602",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"603",0,"RT @Vijay_Hitaishi: Nepotism at peak in J&amp;K !
“Apna Kaam Banta, Bharr mein Jaye Janta “-New Slogan Of @jkpdp &amp; @BJP4India in J&amp;K
First #KVI…"
"604",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"605",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"606",2,"The attached properties of #Defaulters must be auctioned fast to recover the #NSEL default amount. @narendramodi… https://t.co/SbkpJCeF8y"
"607",0,"Boxes of Jewellery sealed by investigators line a display at NIRAV MODI showroom in Delhi.
#ModiRobsIndia… https://t.co/ZIpKiuwt1j"
"608",-1,"@SuPriyoBabul @Nidhi @LRC_NDTV Sorry but unfollowing you ... How can stupid @BJP4India leaders still be a part of N… https://t.co/WD69eSEpcM"
"609",0,"@VasudevDevnani @VasundharaBJP @BJP4India @narendramodi @DIPRRajasthan @KailashOnline @chshekharbjp… https://t.co/9n1rP4mxPN"
"610",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"611",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"612",0,"Sab mile hue hei ji!!@NitishKumar @BJP4India ! He must be suspended from his membership! @AmitShah ! https://t.co/ft4Ah3gvTC"
"613",0,"RT @BJP4India: We have made 112 schemes for OBC community. However, it does not reach the intended beneficiaries because the state does not…"
"614",-2,"RT @palsatish01: #sscscam shame on this 
it was peaceful protest all r maintain the decorum then why the hell use of lathi  @BJP4India @nar…"
"615",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"616",0,"@Manjeet64576767 @Harshva44829186 @OfficeOfRG @BJP4India Definitely this is big moment for us."
"617",0,"@AshramHyderabad @AsaramBapuJi @MVenkaiahNaidu @RishiPrasadOrg @LokKalyanSetu @AshramBlr @AshramGzb… https://t.co/I66Be3fQQu"
"618",0,"RT @drkiritpsolanki: Retweeted BJP (@BJP4India):

Shri @AmitShah addresses Navashakthi Samavesha in Bidar, Karnataka... https://t.co/hK8imm…"
"619",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"620",0,"@abpnewstv @BJP4India @Swamy39 Mr @BoneyKapoor what will you say about this because you are the very close to her .… https://t.co/hVZ4K9FU0J"
"621",1,"RT @palsatish01: #sscscam our media :P 
no news on ssc but they thought this is important   @BJP4India @narendramodi @AmitShah @republic @a…"
"622",0,"RT @CHINMAYKASHYAP5: #sscscam
@ndtv 
@aajtak 
@ZeeNews 
Plz help us
Save our future
Ye @BJP4India #PAKODA beche
End this corruption
Save SSC"
"623",-2,"@BJP4India @AmitShah Hahaha i doubt u will run taking our money.. 
Bunch of crooks 
#BJPLoanJihad 
#banklootbjp 
#ChotaModi"
"624",0,"The loan amount was given by @INCIndia Govt. And @PChidambaram_IN was the financial minister who forced to  give th… https://t.co/bXjsp8OWzV"
"625",0,"RT @akhileshsharma1: As @BSYBJP turns 75 today, he is likely to be an exception to @BJP4India 75 years retirement rule in case the party co…"
"626",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"627",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"628",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"629",1,"#sscscam our media :P 
no news on ssc but they thought this is important   @BJP4India @narendramodi @AmitShah… https://t.co/yihUqofjMQ"
"630",0,"@Nit_Thakkar @BJP4India Thanks."
"631",0,"@rafiqwani66 @Prof_HariOm @narendramodi @BJP4India Muslims of Pakistan attacked them, long before so called 370 cam… https://t.co/hht0GAPg1J"
"632",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"633",0,"Massive embarrassment for Mamata Banerjee as India's legendary footballer quits Trinamool Congress! Will he join… https://t.co/8WH9JVc53Z"
"634",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"635",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"636",-2,"RT @polysmind: Hey @BJP4India @AmitShah
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Thnx for this Satire n a laughter day
#PNBScam #Rotomac blah blah https://t.co/W2dAdPqCrl"
"637",0,"RT @abpnewstv: #Sridevi has been murdered, could be Bollywood-underworld links: @BJP4India leader @Swamy39
https://t.co/4GLwWy5zNy"
"638",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"639",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"640",0,"@ThinkersPad @BJP4India Good<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"641",1,"India fought fought 4 wars with Pakistan with Kargil) and won them all. But every time, instead of defanging Pakist… https://t.co/YWQXkek9mS"
"642",0,"@narayanspai @Pragati51431901 @shakunir @Devarshi_21 @mthakur121 @jyotsnavarma9 @romy1965 @cpraghav @sampadscales… https://t.co/7ZCdzLuOIM"
"643",0,"RT @mssirsa: Vote for Pro-gress
Vote for @BJP4India https://t.co/kZQ2zN2jce"
"644",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"645",-2,"RT @palsatish01: #sscscam shame on this 
it was peaceful protest all r maintain the decorum then why the hell use of lathi  @BJP4India @nar…"
"646",0,"@archansr @siddaramaiah @narendramodi @BJP4India McClane - &gt; GOOD DAY TO DIE HARD 
MODI --&gt; EVERY DAY I LIE HARD"
"647",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"648",-1,"RT @NewsX: In my opinion, it’s a murder: BJP MP Subramanian Swamy on Sridevi’s demise
#SrideviDeathMystery #Sridevi @Swamy39 @BJP4India @sw…"
"649",-3,"RT @BJP4India: The insensitive attitude of the Siddaramaiah government towards families of the farmers who committed suicide is deplorable…"
"650",0,"RT @abpnewstv: #Sridevi has been murdered, could be Bollywood-underworld links: @BJP4India leader @Swamy39
https://t.co/4GLwWy5zNy"
"651",-2,"RT @palsatish01: #sscscam shame on this 
it was peaceful protest all r maintain the decorum then why the hell use of lathi  @BJP4India @nar…"
"652",-1,"RT @abpnewstv: #Bollywood-underworld links could be behind #Sridevi's death: @BJP4India leader @Swamy39
https://t.co/4GLwWy5zNy"
"653",4,"Sir I know it's not easy but is it really justice to deserving candidates, can we really progress like this???… https://t.co/IpjQkBO6fA"
"654",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"655",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"656",0,"@BTArasakumarBJP @BSYBJP @PMuralidharRao @nsitharaman @BJP4India Congratulation"
"657",-3,"RT @BJP4India: Siddaramaiah Govt in Karnataka has miserably failed on all fronts &amp; have become synonymous with corruption and misgovernance…"
"658",1,"RT @PoetShankar: @BJP4India @AmitShah Today our woman power has shown inner fortitude and self-confidence, has made herself self-reliant. N…"
"659",0,"#MP<U+0915><U+093E><U+0936><U+093F><U+0916><U+0930><U+0938><U+092E><U+094D><U+092E><U+0947><U+0932><U+0928> :  @ChouhanShivraj Live from #Bhopal @abpnewstv @BJP4India https://t.co/mSoQxyfymS"
"660",0,"RT @PoetShankar: @BJP4India @AmitShah BJP National President Shri @AmitShah is addressing a press conference in Gulbarga, Karnataka.
 https…"
"661",0,"RT @PoetShankar: @BJP4India @AmitShah Our govt has saved more than Rs. 57,000 cr of public money frm misappropriation &amp; will continue to cr…"
"662",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"663",0,"RT @vivekas: @ThinkersPad @BJP4India Great Thread. Entire atmosphere has been changed and ecosystem is being challenged. Ultra RW reckons…"
"664",0,"RT @BJP4India: BJP National President Shri @AmitShah is addressing a press conference in Gulbarga, Karnataka. https://t.co/qKmAP3U6eU"
"665",0,"RT @abhinavgoel1006: Sir Kerosene dealers purposely being troubled by the state authorities kindly help @PMOIndia @narendramodi @BJP4India"
"666",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"667",-2,"#sscscam shame on this 
it was peaceful protest all r maintain the decorum then why the hell use of lathi… https://t.co/yvIDf1pUdq"
"668",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"669",0,"RT @BJP4India: PM Shri @narendramodi at the inauguration of Amma Two-Wheeler scheme in Chennai. https://t.co/W7Wm7Wpe9e"
"670",0,"@siddarthsahu1 @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty I know the real… https://t.co/ZBYPnK2hNo"
"671",0,"@vivekas @BJP4India Yes. Its a change that we are ourselves experiencing. Needs no data."
"672",0,"RT @vivekas: @ThinkersPad @BJP4India Great Thread. Entire atmosphere has been changed and ecosystem is being challenged. Ultra RW reckons…"
"673",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"674",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"675",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"676",-1,"RT @TheOneDhawan: @sagarikaghose @Inc @BJP4India Not only condemned, @SushilModi has given a press statement that he will be arrested and p…"
"677",0,"@spartanjhon_117 @Pragati51431901 @shakunir @Devarshi_21 @mthakur121 @jyotsnavarma9 @romy1965 @cpraghav… https://t.co/2AKpgfZaS7"
"678",0,"@BJP4India @narendramodi @arunjaitley @dpradhanbjp @FinMinIndia @PonnaarrBJP @BJPShivPShukla Fake.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"679",-1,"#Defaulters are responsible for perpetrating the #NSEL crisis. They must be punished for not settling the dues of t… https://t.co/EqOYCoUIBV"
"680",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"681",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"682",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"683",1,"@BJP4India @AmitShah Yes it is true that current government failed provide adequate support to people."
"684",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"685",-1,"RT @thekumararyan: @BJP4UP @BJP4India If honourable CM Mr. Yogi Adityanath is not taking back his statement then I am sorry there is no dif…"
"686",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"687",0,"Police register case against BJP leader...

Read more @ https://t.co/d5U56RrXPl

@BJP4India @INCIndia… https://t.co/6h6JszfNlp"
"688",0,"@siddarthsahu1 @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty Haha court lawy… https://t.co/GWYIt1YdRO"
"689",0,"RT @sambitswaraj: Sharing the video of @BJP4India President Sh @AmitShah Ji's interaction with OBC community in Gulbarga in Karnataka! http…"
"690",-1,"@rafiqwani66 @Prof_HariOm @narendramodi @BJP4India Muslims hate Hindus. When Tibetan refugees came,  jihadi govt of… https://t.co/4NPLT29PZu"
"691",0,"RT @aashwanivashist: #sscSCAM sari shieft ka exam cancel ho ye jab sab pepar out hai tab @PMOIndia @smritiirani @BJP4India @myogiadityanath…"
"692",0,"@ThinkersPad @BJP4India @threadreaderapp please unroll above thread"
"693",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"694",-1,"RT @NewsX: In my opinion, it’s a murder: BJP MP Subramanian Swamy on Sridevi’s demise
#SrideviDeathMystery #Sridevi @Swamy39 @BJP4India @sw…"
"695",0,"RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…"
"696",1,"@ThinkersPad @BJP4India Once again...An excellent thread!!<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"697",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"698",0,"@narayanspai @Pragati51431901 @shakunir @Devarshi_21 @mthakur121 @jyotsnavarma9 @romy1965 @cpraghav @sampadscales… https://t.co/NtFNnZbhPj"
"699",0,"RT @ShahnawazBJP: Met our BJP National President @AmitShah ji in the new @BJP4India Head Office. Admire him for the way BJP has grown expon…"
"700",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"701",0,"@MuslimGhazi @soumya365 @ParasKGhelani @prettypadmaja @narendramodi @narendramodi_in @PMOIndia @BJP4India @AmitShah… https://t.co/mWevuY0XwM"
"702",-1,"RT @BJP4India: Karnataka is suffering from 3M’s - Murder, Mafia and Ministerial Corruption. People of the state want to move away from Goon…"
"703",0,"RT @Rumpelstilz_: @ThinkersPad @BJP4India All this mentioned in just 4 years. Imagine 10 to 15 years!"
"704",-2,"@PMOIndia @BJP4India @AmitShah @CMO_Gujarat Ahmedabad corrupt police. Man police hit ladies. Very poor bjp ruling https://t.co/f0D8cfnD6P"
"705",-2,"#sscscam The more people rationalize cheating, the more it becomes a culture of dishonesty. And that can become a v… https://t.co/arU5KGf5ZB"
"706",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"707",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"708",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"709",-1,"RT @BJP4India: Our government has saved more than Rs. 57,000 crore of public money from misappropriation and will continue to crack down on…"
"710",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"711",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"712",0,"@NaradaGC @BJP4India @rvaidya2000 @girishs2 @sgurumurthy @kalps1616 @Swamy39 I can...fool Hindus."
"713",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"714",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"715",-1,"RT @KGourangadas: @amit18878 @ThinkersPad @BJP4India Same feeling... all doubts dissolved..!!
umeedon wali dhoop... sunshine wali aaashaaa.…"
"716",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"717",0,"@utpalghosh30 @RSSorg @RakeshSinha01 @TajinderBagga @I_YogiVerma @sampadscales @BJP4India @Tarunvijay @AmitShah The… https://t.co/FJZ7cu4zu7"
"718",1,"RT @AnointedKnight: We will show our unity in 2019 election... #sscscam @PMOIndia @BJP4India"
"719",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"720",1,"RT @BJP4India: Our party does not win due to big leaders but because of booth karyakartas : Shri @AmitShah https://t.co/RafdyVtfDg"
"721",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"722",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"723",0,"@SriSri is the new @yogrishiramdev of @BJP4India AND Ram Mandir is the new Kala Dhan Prank for 2019.

Why did he wa… https://t.co/fcVV971wWD"
"724",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"725",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"726",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"727",1,"RT @msyaji: @ThinkersPad @BJP4India Shiv Sena... Shiv in that name becomes an oxymoron if they woo mullahs and Shivaji on who's name they f…"
"728",1,"RT @BJP4India: Our party does not win due to big leaders but because of booth karyakartas : Shri @AmitShah https://t.co/RafdyVtfDg"
"729",0,"@iPurohitHarshal @soumya365 @ParasKGhelani @prettypadmaja @narendramodi @narendramodi_in @PMOIndia @BJP4India… https://t.co/bY8ClHag0p"
"730",0,"@Saichandkoduru @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty That was a cou… https://t.co/AWFlj3e6RL"
"731",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"732",0,"RT @iPurohitHarshal: @MuslimGhazi @soumya365 @ParasKGhelani @prettypadmaja @narendramodi @narendramodi_in @PMOIndia @BJP4India @AmitShah @A…"
"733",0,"@AjeetPanigrahi @BJP4India Welcome. <ed><U+00A0><U+00BD><ed><U+00B8><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"734",0,"@polysmind @BJP4India @AmitShah Yes it’s fact from today monthly charges of 147 plus tax added for ATM use by customers of the bank"
"735",0,"RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…"
"736",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"737",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"738",-1,"@LimesOfIndia @coolfunnytshirt by that measures, by listening you speak, people will soon disregard your existence… https://t.co/FfhFprHtJG"
"739",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"740",0,"@chandan_1010 @BJP4India Thanks."
"741",0,"RT @ChatuPatrakaar: @gauravbh @BJP4India Sad that we have 1000's of monuments for 'Nakli Freedom Fighters' and don;t have much for real her…"
"742",0,"@Saichandkoduru @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty Any how that i… https://t.co/ilpGtV84Wu"
"743",0,"@gauravbh @BJP4India Sad that we have 1000's of monuments for 'Nakli Freedom Fighters' and don;t have much for real… https://t.co/4yPW8LFMLx"
"744",0,"@siddarthsahu1 @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty Sorry it's not… https://t.co/bHOdfin1wA"
"745",-2,"Hey @BJP4India @AmitShah
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Thnx for this Satire n a laughter day
#PNBScam #Rotomac blah blah https://t.co/W2dAdPqCrl"
"746",0,"Wat a shame for u @PChidambaram_IN 2day u stand completely exposed 
@OfficeOfRG &amp; @INCIndia must b feeling proud of… https://t.co/WKBX5p7BKX"
"747",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"748",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"749",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"750",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"751",0,"It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students… https://t.co/J2l9NHNmI6"
"752",0,"@Prof_HariOm @narendramodi @BJP4India Where will we stay then when we go to Jammu"
"753",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"754",0,"@Asif_observer @KalaKrishn @Prof_HariOm @narendramodi @BJP4India Deny of employment opportunity in state so that Hi… https://t.co/i6Ff4siflv"
"755",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"756",3,"RT @vschanna: Hope this NCPCR recommendation bring minority schools under RTE will find traction and @BJP4India can summon courage to end t…"
"757",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"758",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"759",0,"@bpashaa @BJP4India Hope so. How have you been? Seeing you  on my TL after very long."
"760",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"761",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"762",0,"@ndtv @GargiRawat Only for 6 years . #ShameOnBJP 
He should suspended for life @BJP4India"
"763",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"764",0,"We request #KCR not drink more before public meetings,Public are watching #KCR u don't have the right to disgrace H… https://t.co/sDwpgVVZDB"
"765",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"766",-1,"Apart from a few garish turbans and regular extended speeches in Urdu as a cover for not implementing election prom… https://t.co/mXVsccfL0o"
"767",-1,"@BJP4India @narendramodi Have Indian businessmen learned anything from Koreans? Why the quality of Indian products so sub-standard?"
"768",0,"RT @Kunal79368562: @TawdeVinod @Dev_Fadnavis @rajnathsingh @BJP4India @mnsadhikrut @ShivSena 
My Q to everyone. If my mother tongue has alr…"
"769",0,"RT @siddaramaiah: PM @narendramodi loves to talk of corruption in administrations of the past &amp; of states not ruled by  @BJP4India 

Sir, i…"
"770",0,"RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…"
"771",0,"Is this not appeasment @BJP4India https://t.co/KGTh5ka319"
"772",0,"RT @BJP4India: BJP National President Shri @AmitShah is addressing a press conference in Gulbarga, Karnataka. https://t.co/qKmAP3U6eU"
"773",-2,"@ndtv Till now @BJP4India was denying having any leader of that name in their party. When it was exposed as big fat… https://t.co/KxV8ahcmnF"
"774",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"775",0,"RT @CHINMAYKASHYAP5: #sscscam
@ndtv 
@aajtak 
@ZeeNews 
Plz help us
Save our future
Ye @BJP4India #PAKODA beche
End this corruption
Save SSC"
"776",0,"@Saichandkoduru @KoradaRavi3 @kathimahesh @ysjagan @ncbn @INCIndia @JaiTDP @BJP4India @JanaSenaParty At least  I th… https://t.co/H4jGEnidLT"
"777",0,"@sagarikaghose @Inc @BJP4India Dear Sagarika , he has been removed form the party , Strongly Condemned too"
"778",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"779",0,"RT @BJP4India: Shri @AmitShah interacts with leaders of OBC community in Gulbarga, Karnataka. #ShahInKalyanaKarnataka https://t.co/lVfU8n0A…"
"780",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"781",0,"I urge the people of Meghalaya and Nagaland to vote in large numbers in the Assembly Elections taking place today.… https://t.co/jKhG4r28gk"
"782",1,"@abpnewstv @BJP4India @Swamy39 Dr. Swamy will not make such statements unless he has some feedback from reliable so… https://t.co/tHyiPieFJw"
"783",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"784",0,"@akhileshsharma1 @BSYBJP @BJP4India This is not the first time when @BJP4India come https://t.co/eC8BwKgOzZ Kashmir… https://t.co/YufP8eSyGH"
"785",-2,"There was no noise on previous vice president forgien tour but some people making hi tobba on pm tours. 
Please see… https://t.co/O15pCwlDXd"
"786",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"787",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"788",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"789",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
